,ID,Status,Created At,Text,Polarity
188,1264747576278102026,tweet,2020-05-25 02:38:14,#Promote your upcoming #album on #ArtistRack https://t.co/rO4IjuIqm4 and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/Cdwhgw40X9,0
189,1264747576777154561,tweet,2020-05-25 02:38:14,#Promote your upcoming #album on #ArtistRack https://t.co/ulYlcRKK8P and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/sWnrSKpGNB,0
187,1264725198374187008,tweet,2020-05-25 01:09:19,I uninstall my facbook and messenger hahaha happy?,0
186,1264719116583211009,tweet,2020-05-25 00:45:09,#Promote your upcoming #album on #ArtistRack https://t.co/ulYlcRKK8P and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/AkywXBCiTz,0
185,1264719114637107201,tweet,2020-05-25 00:45:08,#Promote your upcoming #album on #ArtistRack https://t.co/rO4IjuIqm4 and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/7UtROWMXRS,0
184,1264692184978161664,tweet,2020-05-24 22:58:08,"@HillaryClinton not a bot, and twitter, facbook and youtube are deleting what real docs have to say... in case you missed it...",0
183,1264689941755330561,tweet,2020-05-24 22:49:13,#Promote your upcoming #album on #ArtistRack https://t.co/ulYlcRKK8P and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/3WsqDXJYTL,0
182,1264689940912312320,tweet,2020-05-24 22:49:13,#Promote your upcoming #album on #ArtistRack https://t.co/rO4IjuIqm4 and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/2I60t8iHUv,0
181,1264687561563348994,retweet,2020-05-24 22:39:46,I will NEVER understand why albanian girls love to gossip talk in Albanian facbook groups 😅,0
180,1264683879308447744,retweet,2020-05-24 22:25:08,I will NEVER understand why albanian girls love to gossip talk in Albanian facbook groups 😅,0
179,1264683724446339076,tweet,2020-05-24 22:24:31,I will NEVER understand why albanian girls love to gossip talk in Albanian facbook groups 😅,0
178,1264677492671029249,tweet,2020-05-24 21:59:45,"Saw all the streak, stories on whatsapp, instagram, snapchat as well as Facbook now what?",0
177,1264659773498306562,tweet,2020-05-24 20:49:20,#Promote your upcoming #album on #ArtistRack https://t.co/ulYlcRKK8P and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/TwIavNayw5,0
176,1264659764866420736,tweet,2020-05-24 20:49:18,#Promote your upcoming #album on #ArtistRack https://t.co/rO4IjuIqm4 and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/jaAOS9lZb6,0
175,1264656717524209665,retweet,2020-05-24 20:37:12,"We love what we do so we serve you with Healthy Rabbit weaners, Matured and Rabbit Meat..  We set up rabbit farms and stock u with the best breeds for commercial or home pets..  Contact 0245855141 / 0264776101 https://t.co/gqkHUnKXz8 https://t.co/veVSPAm6xH",0
174,1264651856820740098,tweet,2020-05-24 20:17:53,Dual streaming on Twitch &amp; Facbook  Links below. Come by chill &amp; chat :)  https://t.co/3DSV7B5NVd  https://t.co/gmqjDschSq https://t.co/n0PVVTrthU,0
173,1264643054876659713,tweet,2020-05-24 19:42:54,Aami Decor wishes you Eid Mubarak to you and your family. Stay home stay safe  #eid #eidmubarak #eid2020 https://t.co/RuNq1FjHwl https://t.co/UCWjsUzJQL https://t.co/OdzeUztXR3 https://t.co/lwrqFxLcjQ https://t.co/70i6uAe4mg,0
172,1264635528361713666,retweet,2020-05-24 19:13:00,#Promote your upcoming #album on #ArtistRack https://t.co/rO4IjuIqm4 and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/gZmbVQoApw,0
171,1264631096261648387,tweet,2020-05-24 18:55:23,#Promote your upcoming #album on #ArtistRack https://t.co/ulYlcRKK8P and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/nmli80l3xF,0
170,1264631093862510598,tweet,2020-05-24 18:55:23,#Promote your upcoming #album on #ArtistRack https://t.co/rO4IjuIqm4 and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/gZmbVQoApw,0
169,1264622434252132354,retweet,2020-05-24 18:20:58,What is best for Business Growth &amp; engaging platform??  #Instagram #Twitter #businessgrowthplatform #whoisbetter #facbook,0
168,1264602045346168834,retweet,2020-05-24 16:59:57,Questioning  definition of Secularism on facbook  resultant into ban. is it to appease a particular community? #AntiHindu_Facebook,0
167,1264601686070493184,tweet,2020-05-24 16:58:31,#Promote your upcoming #album on #ArtistRack https://t.co/ulYlcRKK8P and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/wxriEWv0O0,0
166,1264601624686866433,tweet,2020-05-24 16:58:17,#Promote your upcoming #album on #ArtistRack https://t.co/rO4IjuIqm4 and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/EmCGmvYBK6,0
165,1264595035032563713,tweet,2020-05-24 16:32:06,Twitter is much more entertaining than Facbook.,0
164,1264594908054032384,retweet,2020-05-24 16:31:35,Questioning  definition of Secularism on facbook  resultant into ban. is it to appease a particular community? #AntiHindu_Facebook,0
163,1264593746760552448,retweet,2020-05-24 16:26:58,Questioning  definition of Secularism on facbook  resultant into ban. is it to appease a particular community? #AntiHindu_Facebook,0
162,1264593541738758144,tweet,2020-05-24 16:26:10,"@MrDolfanatic @Publix @DanMarino @MiamiDolphins I need your help over on toxic Facbook.   33% disapprove and think it's not him.   IF YOU APPROVE ----  it is 100% him.    Hope all is well, bro!",0
161,1264589690352676868,retweet,2020-05-24 16:10:51,Questioning  definition of Secularism on facbook  resultant into ban. is it to appease a particular community? #AntiHindu_Facebook,0
160,1264589129012187137,retweet,2020-05-24 16:08:37,Questioning  definition of Secularism on facbook  resultant into ban. is it to appease a particular community? #AntiHindu_Facebook,0
159,1264588664648204288,retweet,2020-05-24 16:06:47,Questioning  definition of Secularism on facbook  resultant into ban. is it to appease a particular community? #AntiHindu_Facebook,0
158,1264588631278145536,retweet,2020-05-24 16:06:39,Questioning  definition of Secularism on facbook  resultant into ban. is it to appease a particular community? #AntiHindu_Facebook,0
157,1264586310066548737,retweet,2020-05-24 15:57:25,Questioning  definition of Secularism on facbook  resultant into ban. is it to appease a particular community? #AntiHindu_Facebook,0
156,1264586212989300736,retweet,2020-05-24 15:57:02,Questioning  definition of Secularism on facbook  resultant into ban. is it to appease a particular community? #AntiHindu_Facebook,0
155,1264581514236497922,tweet,2020-05-24 15:38:22,i started a facbook page for commissions two days ago and already have a message about a couples portrait and im just 😬😬😬😬 hell yeah,0
154,1264573193735540737,tweet,2020-05-24 15:05:18,Questioning  definition of Secularism on facbook  resultant into ban. is it to appease a particular community? #AntiHindu_Facebook,0
153,1264572436563070978,tweet,2020-05-24 15:02:18,#Promote your upcoming #album on #ArtistRack https://t.co/rO4IjuIqm4 and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/q8BQUKzMi0,0
152,1264572431064272896,tweet,2020-05-24 15:02:16,#Promote your upcoming #album on #ArtistRack https://t.co/ulYlcRKK8P and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/aDlrpZgcTi,0
151,1264570121483423744,retweet,2020-05-24 14:53:06,Questioning  definition of Secularism on facbook  resultant into ban. is it to appease a particular community? #AntiHindu_Facebook,0
150,1264562054901399553,retweet,2020-05-24 14:21:02,Questioning  definition of Secularism on facbook  resultant into ban. is it to appease a particular community? #AntiHindu_Facebook,0
149,1264557634717433856,tweet,2020-05-24 14:03:29,I couldn't think of any interesting/innovative Facbook writing projects?,0
148,1264557195259076608,retweet,2020-05-24 14:01:44,Questioning  definition of Secularism on facbook  resultant into ban. is it to appease a particular community? #AntiHindu_Facebook,0
147,1264555993750331392,retweet,2020-05-24 13:56:57,Questioning  definition of Secularism on facbook  resultant into ban. is it to appease a particular community? #AntiHindu_Facebook,0
146,1264555326545842177,retweet,2020-05-24 13:54:18,Questioning  definition of Secularism on facbook  resultant into ban. is it to appease a particular community? #AntiHindu_Facebook,0
145,1264555028955553793,tweet,2020-05-24 13:53:07,Questioning  definition of Secularism on facbook  resultant into ban. is it to appease a particular community? #AntiHindu_Facebook,0
144,1264544263196545024,tweet,2020-05-24 13:10:21,#Promote your upcoming #album on #ArtistRack https://t.co/ulYlcRKK8P and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/S3oES3JhF6,0
143,1264544261221101572,tweet,2020-05-24 13:10:20,#Promote your upcoming #album on #ArtistRack https://t.co/rO4IjuIqm4 and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/t8OBUfQriY,0
142,1264543370426437632,tweet,2020-05-24 13:06:48,"EID Mubarak to all   Please like, share, follow and subscribe to HygieneX on Facbook, Twitter and Instagram.  #EidMubarak #EidUlFitr #Eid #eidmubarak2020 #Eid2020 #EidMubark  #omanpharma #hygienex #handsanitizer #protecthand #muscat #Oman https://t.co/PpspDieKwI",0
141,1264535562607890435,retweet,2020-05-24 12:35:46,"Happy Eid day wishes to all Islamic relations 😍😍😍  S. Jagadeesan,  https://t.co/DL5oFAHdaz https://t.co/H0NJiqH8qH https://t.co/e9NtISQrxC https://t.co/PxlPUga8Zw  #EidMubarak #RamadanMubarak #Ramadan https://t.co/uQnuEUEyDs",0
140,1264535191600549889,tweet,2020-05-24 12:34:18,"Happy Eid day wishes to all Islamic relations 😍😍😍  S. Jagadeesan,  https://t.co/DL5oFAHdaz https://t.co/H0NJiqH8qH https://t.co/e9NtISQrxC https://t.co/PxlPUga8Zw  #EidMubarak #RamadanMubarak #Ramadan https://t.co/uQnuEUEyDs",0
138,1264516086340497409,tweet,2020-05-24 11:18:23,#Promote your upcoming #album on #ArtistRack https://t.co/ulYlcRKK8P and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/OA0qZkATLa,0
139,1264516087636525056,tweet,2020-05-24 11:18:23,#Promote your upcoming #album on #ArtistRack https://t.co/rO4IjuIqm4 and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/LXufHqlZ0x,0
137,1264509795026866182,tweet,2020-05-24 10:53:23,saw this on facbook 💀💀 https://t.co/Z32btE9Ghi,0
136,1264485888811294720,tweet,2020-05-24 09:18:23,#Promote your upcoming #album on #ArtistRack https://t.co/ulYlcRKK8P and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/57FZVo1zsK,0
135,1264485888719028224,tweet,2020-05-24 09:18:23,#Promote your upcoming #album on #ArtistRack https://t.co/rO4IjuIqm4 and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/zk0MlMZwz6,0
134,1264464961079848963,tweet,2020-05-24 07:55:14,Yeah facbook talks too much too!,0
133,1264464603238416388,tweet,2020-05-24 07:53:48,Eid is a day to cheer and to laugh with all your heart. It’s a day to be grateful to Allah for all of his heavenly blessings on us. Wishing you a happy Eid.#eidmubarak #graphicdesigner  Follow Now : •Facbook id - https://t.co/zu5yH7nyNV •Insta id- https://t.co/MKRjSEo0T0 https://t.co/P6oFdQ9qmu,0
132,1264457958177615874,tweet,2020-05-24 07:27:24,#Promote your upcoming #album on #ArtistRack https://t.co/ulYlcRKK8P and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/Xa5CVNaYz5,0
131,1264457953714855936,tweet,2020-05-24 07:27:23,#Promote your upcoming #album on #ArtistRack https://t.co/rO4IjuIqm4 and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/MYHfvPhz85,0
130,1264450967619227648,tweet,2020-05-24 06:59:37,@ibwfrizjay Hannah ojoh @hannahojoh00  zoom this guy pic and snd it to m on facbook,0
129,1264450682712621064,tweet,2020-05-24 06:58:29,@ibwfrizjay zoom this guy pic and snd it to m on facbook,0
128,1264438807845199872,tweet,2020-05-24 06:11:18,What is best for Business Growth &amp; engaging platform??  #Instagram #Twitter #businessgrowthplatform #whoisbetter #facbook,0
127,1264428747068973056,tweet,2020-05-24 05:31:19,#Promote your upcoming #album on #ArtistRack https://t.co/ulYlcRKK8P and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/wPjTqSJUpz,0
126,1264428743059222529,tweet,2020-05-24 05:31:18,#Promote your upcoming #album on #ArtistRack https://t.co/rO4IjuIqm4 and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/IBa0qyRYOG,0
125,1264399297833054208,tweet,2020-05-24 03:34:18,#Promote your upcoming #album on #ArtistRack https://t.co/rO4IjuIqm4 and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/pFBI0hlzy5,0
124,1264399297778458627,tweet,2020-05-24 03:34:18,#Promote your upcoming #album on #ArtistRack https://t.co/ulYlcRKK8P and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/udl9ZNFkAh,0
123,1264390710553427968,retweet,2020-05-24 03:00:11,Final version and links for more of my stuff visit. ^^  ARSTATION https://t.co/oKNtMkzMMh INSTAGRAM https://t.co/Wag2o4iBcd FACBOOK https://t.co/AYRB3ldXx8... DEVIANTART https://t.co/qjvjvBKXsJ https://t.co/zLRDhUDvQc,0
122,1264370621384925185,tweet,2020-05-24 01:40:21,#Promote your upcoming #album on #ArtistRack https://t.co/ulYlcRKK8P and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/mqfBSaQHlI,0
121,1264370614023925767,tweet,2020-05-24 01:40:19,#Promote your upcoming #album on #ArtistRack https://t.co/rO4IjuIqm4 and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/CuPXYM21ZR,0
120,1264342439487250432,tweet,2020-05-23 23:48:22,#Promote your upcoming #album on #ArtistRack https://t.co/rO4IjuIqm4 and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/XU2WVWEvoo,0
119,1264342432067588102,tweet,2020-05-23 23:48:20,#Promote your upcoming #album on #ArtistRack https://t.co/ulYlcRKK8P and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/3dJTTFpAA8,0
118,1264311480410943489,tweet,2020-05-23 21:45:21,#Promote your upcoming #album on #ArtistRack https://t.co/ulYlcRKK8P and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/ScZYlRU3uR,0
117,1264311472475246593,tweet,2020-05-23 21:45:19,#Promote your upcoming #album on #ArtistRack https://t.co/rO4IjuIqm4 and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/NxU9aXWrlf,0
116,1264309378271850496,tweet,2020-05-23 21:37:00,Been posting pots on my personal Facbook page as part of the 7 day challenge. So thought I should post a few here where potters can see.  #ceramics #porcelain #jar #glazes #studio #pottery #gasfired https://t.co/fMlbkowR0C,0
115,1264305795539390466,retweet,2020-05-23 21:22:45,Mr Moodybear Live ! https://t.co/SZbcc8pYKI going live and love the facbook ban!,0
114,1264299771667324928,retweet,2020-05-23 20:58:49,Mr Moodybear Live ! https://t.co/SZbcc8pYKI going live and love the facbook ban!,0
113,1264299681703702529,tweet,2020-05-23 20:58:28,Mr Moodybear Live ! https://t.co/SZbcc8pYKI going live and love the facbook ban!,0
112,1264282546839453696,tweet,2020-05-23 19:50:23,#Promote your upcoming #album on #ArtistRack https://t.co/ulYlcRKK8P and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/AzI1WdnT8K,0
111,1264282539734245381,tweet,2020-05-23 19:50:21,#Promote your upcoming #album on #ArtistRack https://t.co/rO4IjuIqm4 and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/Tkktn84lJR,0
110,1264253852632612869,tweet,2020-05-23 17:56:21,#Promote your upcoming #album on #ArtistRack https://t.co/ulYlcRKK8P and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/6cAftgzpiu,0
109,1264253845804396544,tweet,2020-05-23 17:56:20,#Promote your upcoming #album on #ArtistRack https://t.co/rO4IjuIqm4 and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/DFhv6ya3xd,0
108,1264248320123437056,tweet,2020-05-23 17:34:22,Join us on Sunday for our Zoom Forum (10AM) and Service (11AM)  We also have a Facbook live concert with Diana Ryder at (1PM). See all our events on our Facebook page. https://t.co/vqzTEmLNPZ,0
107,1264242958989250562,tweet,2020-05-23 17:13:04,@JillianViva @BusterEarth @CaseFranko @ZosKiaCultus666 @MagaMan2020USA @TruckerNole @jooldiguana @rob_pergo @lacy_kelly78 @TheRightMelissa @realDonaldTrump Yay! More Facbook Karen Conspiracies!,0
106,1264233650230444032,tweet,2020-05-23 16:36:05,Good morning everyone. Today really not going anywhere or doing a damn thing. Going to sit on my porch swing and read most of the day read my magazine. Then going 2 watch a DVD and play my facbook games on my new laptop.,0
105,1264229256114176000,retweet,2020-05-23 16:18:37,Join our librarian Tom F. over on our facbook page at noon to talk about what YOU'VE been watching this week! https://t.co/SExQggVdga,0
104,1264224913067565057,tweet,2020-05-23 16:01:22,#Promote your upcoming #album on #ArtistRack https://t.co/ulYlcRKK8P and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/tazfcDHUCo,0
103,1264224896407744512,tweet,2020-05-23 16:01:18,#Promote your upcoming #album on #ArtistRack https://t.co/rO4IjuIqm4 and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/1R5RAKMbOq,0
102,1264221150910898176,tweet,2020-05-23 15:46:25,We are feeling honored to announce our International Resource Person From Singapore MS. SUCHI on Stress Management  27 May 2020 Time: 3 PM - 4 PM (BDST) 5 Pm - 6 PM (SGT)  Live From https://t.co/wtqGoQpUKq  Registration Link: https://t.co/nT8pLYZVqf  Certificate Will be Provided https://t.co/Mp24UVxoHB,0
101,1264195974576119811,tweet,2020-05-23 14:06:22,#Promote your upcoming #album on #ArtistRack https://t.co/ulYlcRKK8P and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/iIFpDbQ02Y,0
100,1264195968486047744,tweet,2020-05-23 14:06:21,#Promote your upcoming #album on #ArtistRack https://t.co/rO4IjuIqm4 and get a #shoutout on #Instagram #Twitter #Facbook #music  #SPOTIFY #SPOTIFYPLAYLIST #MUSIC #MUSICPROMO #EDMMUSIC #EDMMUSIC #POPMUSIC #HIPHOP #HOUSEMUSIC https://t.co/RpN6SvbFFo,0
99,1264172300565389312,tweet,2020-05-23 12:32:18,@mysticspellmans i was not😔😔😔 but i joined the facbook live,0
